633: 0.950698, 0.982700 avg, 0.000250 rate, 4.246140 seconds, 40512 images
634: 0.965145, 0.980945 avg, 0.000250 rate, 4.248417 seconds, 40576 images
635: 0.987500, 0.981600 avg, 0.000250 rate, 4.247146 seconds, 40640 images
636: 1.002056, 0.983646 avg, 0.000250 rate, 4.228211 seconds, 40704 images
637: 0.970031, 0.982284 avg, 0.000250 rate, 4.230234 seconds, 40768 images
638: 0.824258, 0.966482 avg, 0.000250 rate, 4.261474 seconds, 40832 images
639: 0.929650, 0.962799 avg, 0.000250 rate, 4.249527 seconds, 40896 images
640: 0.933657, 0.959884 avg, 0.000250 rate, 4.244299 seconds, 40960 images
641: 1.062163, 0.970112 avg, 0.000250 rate, 10.124702 seconds, 41024 images
642: 0.873237, 0.960425 avg, 0.000250 rate, 10.203765 seconds, 41088 images
643: 0.961385, 0.960521 avg, 0.000250 rate, 10.221297 seconds, 41152 images
644: 0.912962, 0.955765 avg, 0.000250 rate, 10.157215 seconds, 41216 images
645: 0.949139, 0.955102 avg, 0.000250 rate, 10.174931 seconds, 41280 images
646: 0.914038, 0.950996 avg, 0.000250 rate, 10.178073 seconds, 41344 images
647: 0.837734, 0.939670 avg, 0.000250 rate, 10.172329 seconds, 41408 images
648: 0.960609, 0.941764 avg, 0.000250 rate, 10.173647 seconds, 41472 images
649: 0.903003, 0.937888 avg, 0.000250 rate, 10.168689 seconds, 41536 images
650: 0.956782, 0.939777 avg, 0.000250 rate, 10.177516 seconds, 41600 images
651: 1.190535, 0.964853 avg, 0.000250 rate, 7.531314 seconds, 41664 images
652: 0.957827, 0.964150 avg, 0.000250 rate, 7.593717 seconds, 41728 images
653: 0.871528, 0.954888 avg, 0.000250 rate, 7.604422 seconds, 41792 images
654: 0.818125, 0.941212 avg, 0.000250 rate, 7.610624 seconds, 41856 images
655: 1.003869, 0.947477 avg, 0.000250 rate, 7.611638 seconds, 41920 images
656: 0.886319, 0.941362 avg, 0.000250 rate, 7.606698 seconds, 41984 images
657: 0.790049, 0.926230 avg, 0.000250 rate, 7.596497 seconds, 42048 images
658: 0.782904, 0.911898 avg, 0.000250 rate, 7.590775 seconds, 42112 images
659: 0.979145, 0.918622 avg, 0.000250 rate, 7.609795 seconds, 42176 images
660: 1.068386, 0.933599 avg, 0.000250 rate, 7.596802 seconds, 42240 images
661: 0.941657, 0.934405 avg, 0.000250 rate, 5.788923 seconds, 42304 images
662: 0.823996, 0.923364 avg, 0.000250 rate, 5.821060 seconds, 42368 images
663: 0.904274, 0.921455 avg, 0.000250 rate, 5.804084 seconds, 42432 images
664: 0.798131, 0.909122 avg, 0.000250 rate, 5.818812 seconds, 42496 images
665: 0.867385, 0.904949 avg, 0.000250 rate, 5.839176 seconds, 42560 images
666: 0.863149, 0.900769 avg, 0.000250 rate, 5.803488 seconds, 42624 images
667: 0.793121, 0.890004 avg, 0.000250 rate, 5.793935 seconds, 42688 images
668: 0.931801, 0.894184 avg, 0.000250 rate, 5.828102 seconds, 42752 images
669: 0.912504, 0.896016 avg, 0.000250 rate, 5.776811 seconds, 42816 images
670: 0.913769, 0.897791 avg, 0.000250 rate, 5.827304 seconds, 42880 images
671: 1.042704, 0.912282 avg, 0.000250 rate, 4.174757 seconds, 42944 images
672: 0.857551, 0.906809 avg, 0.000250 rate, 4.244135 seconds, 43008 images
673: 0.954754, 0.911604 avg, 0.000250 rate, 4.219462 seconds, 43072 images
674: 1.019703, 0.922414 avg, 0.000250 rate, 4.236680 seconds, 43136 images
675: 1.010194, 0.931192 avg, 0.000250 rate, 4.264765 seconds, 43200 images
676: 0.940790, 0.932151 avg, 0.000250 rate, 4.252357 seconds, 43264 images
677: 0.909530, 0.929889 avg, 0.000250 rate, 4.269106 seconds, 43328 images
678: 0.929560, 0.929856 avg, 0.000250 rate, 4.254119 seconds, 43392 images
679: 0.927855, 0.929656 avg, 0.000250 rate, 4.271804 seconds, 43456 images
680: 0.856425, 0.922333 avg, 0.000250 rate, 4.252458 seconds, 43520 images
681: 0.875254, 0.917625 avg, 0.000250 rate, 5.754105 seconds, 43584 images
682: 0.974410, 0.923304 avg, 0.000250 rate, 5.812253 seconds, 43648 images
683: 0.922073, 0.923181 avg, 0.000250 rate, 5.827988 seconds, 43712 images
684: 0.961923, 0.927055 avg, 0.000250 rate, 5.789785 seconds, 43776 images
685: 0.810519, 0.915401 avg, 0.000250 rate, 5.781384 seconds, 43840 images
686: 0.824208, 0.906282 avg, 0.000250 rate, 5.781448 seconds, 43904 images
687: 0.728566, 0.888510 avg, 0.000250 rate, 5.805358 seconds, 43968 images
688: 0.915511, 0.891210 avg, 0.000250 rate, 5.786640 seconds, 44032 images
689: 0.768253, 0.878915 avg, 0.000250 rate, 5.763370 seconds, 44096 images
690: 0.916475, 0.882671 avg, 0.000250 rate, 5.804185 seconds, 44160 images
691: 0.951562, 0.889560 avg, 0.000250 rate, 4.795835 seconds, 44224 images
692: 0.796266, 0.880230 avg, 0.000250 rate, 4.854391 seconds, 44288 images
693: 0.890334, 0.881241 avg, 0.000250 rate, 4.826291 seconds, 44352 images
694: 0.912592, 0.884376 avg, 0.000250 rate, 4.822292 seconds, 44416 images
695: 0.805607, 0.876499 avg, 0.000250 rate, 4.824275 seconds, 44480 images
696: 0.900611, 0.878910 avg, 0.000250 rate, 4.810262 seconds, 44544 images
697: 0.868908, 0.877910 avg, 0.000250 rate, 4.849306 seconds, 44608 images
698: 0.725320, 0.862651 avg, 0.000250 rate, 4.828006 seconds, 44672 images
699: 0.822632, 0.858649 avg, 0.000250 rate, 4.831133 seconds, 44736 images
700: 0.829656, 0.855750 avg, 0.000250 rate, 4.818199 seconds, 44800 images
701: 0.775639, 0.847739 avg, 0.000250 rate, 6.413102 seconds, 44864 images
702: 0.746646, 0.837629 avg, 0.000250 rate, 6.419187 seconds, 44928 images
703: 0.792008, 0.833067 avg, 0.000250 rate, 6.429046 seconds, 44992 images
704: 0.873770, 0.837138 avg, 0.000250 rate, 6.448103 seconds, 45056 images
705: 0.867228, 0.840147 avg, 0.000250 rate, 6.458434 seconds, 45120 images
706: 0.827272, 0.838859 avg, 0.000250 rate, 6.485003 seconds, 45184 images
707: 0.785206, 0.833494 avg, 0.000250 rate, 6.453355 seconds, 45248 images
708: 0.886596, 0.838804 avg, 0.000250 rate, 6.445456 seconds, 45312 images
709: 0.751143, 0.830038 avg, 0.000250 rate, 6.430107 seconds, 45376 images
710: 0.815540, 0.828588 avg, 0.000250 rate, 6.438872 seconds, 45440 images
711: 0.869777, 0.832707 avg, 0.000250 rate, 4.209089 seconds, 45504 images
712: 0.804932, 0.829930 avg, 0.000250 rate, 4.235655 seconds, 45568 images
713: 0.949364, 0.841873 avg, 0.000250 rate, 4.212223 seconds, 45632 images
714: 0.942303, 0.851916 avg, 0.000250 rate, 4.222142 seconds, 45696 images
715: 0.945585, 0.861283 avg, 0.000250 rate, 4.201010 seconds, 45760 images
716: 0.874089, 0.862564 avg, 0.000250 rate, 4.211816 seconds, 45824 images
717: 0.905445, 0.866852 avg, 0.000250 rate, 4.200750 seconds, 45888 images
718: 0.987539, 0.878920 avg, 0.000250 rate, 4.202609 seconds, 45952 images
719: 0.869210, 0.877949 avg, 0.000250 rate, 4.209035 seconds, 46016 images
720: 0.803490, 0.870503 avg, 0.000250 rate, 4.219284 seconds, 46080 images
721: 1.143460, 0.897799 avg, 0.000250 rate, 10.219701 seconds, 46144 images
722: 0.945536, 0.902573 avg, 0.000250 rate, 10.186527 seconds, 46208 images
723: 0.954056, 0.907721 avg, 0.000250 rate, 10.172680 seconds, 46272 images
724: 0.874140, 0.904363 avg, 0.000250 rate, 10.184270 seconds, 46336 images
725: 0.914673, 0.905394 avg, 0.000250 rate, 10.171589 seconds, 46400 images
726: 0.897014, 0.904556 avg, 0.000250 rate, 10.215773 seconds, 46464 images
727: 0.954446, 0.909545 avg, 0.000250 rate, 10.209428 seconds, 46528 images
728: 0.837458, 0.902336 avg, 0.000250 rate, 10.194034 seconds, 46592 images
729: 0.939134, 0.906016 avg, 0.000250 rate, 10.306430 seconds, 46656 images
730: 0.875783, 0.902993 avg, 0.000250 rate, 10.186507 seconds, 46720 images
731: 0.864999, 0.899193 avg, 0.000250 rate, 10.056846 seconds, 46784 images
732: 0.956410, 0.904915 avg, 0.000250 rate, 10.177421 seconds, 46848 images
733: 1.001012, 0.914525 avg, 0.000250 rate, 10.175319 seconds, 46912 images
734: 0.916110, 0.914683 avg, 0.000250 rate, 10.162075 seconds, 46976 images
735: 0.977700, 0.920985 avg, 0.000250 rate, 10.171244 seconds, 47040 images
736: 0.804754, 0.909362 avg, 0.000250 rate, 10.173405 seconds, 47104 images
737: 0.747314, 0.893157 avg, 0.000250 rate, 10.265013 seconds, 47168 images
738: 0.905007, 0.894342 avg, 0.000250 rate, 10.166552 seconds, 47232 images
739: 0.890861, 0.893994 avg, 0.000250 rate, 10.173263 seconds, 47296 images
740: 0.717506, 0.876345 avg, 0.000250 rate, 10.152142 seconds, 47360 images
741: 0.914860, 0.880196 avg, 0.000250 rate, 4.745367 seconds, 47424 images
742: 0.855150, 0.877692 avg, 0.000250 rate, 4.859672 seconds, 47488 images
743: 0.803954, 0.870318 avg, 0.000250 rate, 4.830112 seconds, 47552 images
744: 0.881011, 0.871387 avg, 0.000250 rate, 4.799066 seconds, 47616 images
745: 0.845429, 0.868791 avg, 0.000250 rate, 4.813009 seconds, 47680 images
746: 1.025854, 0.884498 avg, 0.000250 rate, 4.820295 seconds, 47744 images
747: 0.802071, 0.876255 avg, 0.000250 rate, 4.796111 seconds, 47808 images
748: 0.903275, 0.878957 avg, 0.000250 rate, 4.827028 seconds, 47872 images
749: 0.899937, 0.881055 avg, 0.000250 rate, 4.846619 seconds, 47936 images
750: 1.093930, 0.902343 avg, 0.000250 rate, 4.877748 seconds, 48000 images
751: 0.794850, 0.891593 avg, 0.000250 rate, 7.575858 seconds, 48064 images
752: 0.871958, 0.889630 avg, 0.000250 rate, 7.609409 seconds, 48128 images
753: 0.797876, 0.880454 avg, 0.000250 rate, 7.617359 seconds, 48192 images
754: 0.846918, 0.877101 avg, 0.000250 rate, 7.603576 seconds, 48256 images
755: 1.028202, 0.892211 avg, 0.000250 rate, 7.608650 seconds, 48320 images
756: 1.040396, 0.907029 avg, 0.000250 rate, 7.601243 seconds, 48384 images
757: 0.800696, 0.896396 avg, 0.000250 rate, 7.620132 seconds, 48448 images
758: 0.859459, 0.892702 avg, 0.000250 rate, 7.623817 seconds, 48512 images
759: 0.724884, 0.875920 avg, 0.000250 rate, 7.597485 seconds, 48576 images
760: 0.770220, 0.865350 avg, 0.000250 rate, 7.639309 seconds, 48640 images
761: 1.045985, 0.883414 avg, 0.000250 rate, 3.492809 seconds, 48704 images
762: 0.899603, 0.885033 avg, 0.000250 rate, 3.501295 seconds, 48768 images
763: 1.027315, 0.899261 avg, 0.000250 rate, 3.493593 seconds, 48832 images
764: 1.022128, 0.911548 avg, 0.000250 rate, 3.477997 seconds, 48896 images
765: 0.907047, 0.911098 avg, 0.000250 rate, 3.480980 seconds, 48960 images
766: 1.091109, 0.929099 avg, 0.000250 rate, 3.490528 seconds, 49024 images
767: 0.903454, 0.926534 avg, 0.000250 rate, 3.487801 seconds, 49088 images
768: 0.903831, 0.924264 avg, 0.000250 rate, 3.486488 seconds, 49152 images
769: 1.027938, 0.934631 avg, 0.000250 rate, 3.483559 seconds, 49216 images
770: 1.011665, 0.942335 avg, 0.000250 rate, 3.510618 seconds, 49280 images
771: 0.821967, 0.930298 avg, 0.000250 rate, 5.797986 seconds, 49344 images
772: 0.793327, 0.916601 avg, 0.000250 rate, 5.808357 seconds, 49408 images
773: 0.922353, 0.917176 avg, 0.000250 rate, 5.784687 seconds, 49472 images
774: 0.834291, 0.908888 avg, 0.000250 rate, 5.779969 seconds, 49536 images
775: 0.843667, 0.902366 avg, 0.000250 rate, 5.851723 seconds, 49600 images
776: 0.901889, 0.902318 avg, 0.000250 rate, 5.829538 seconds, 49664 images
777: 0.821309, 0.894217 avg, 0.000250 rate, 5.834420 seconds, 49728 images
778: 0.870976, 0.891893 avg, 0.000250 rate, 5.825715 seconds, 49792 images
779: 0.763752, 0.879079 avg, 0.000250 rate, 5.786327 seconds, 49856 images
780: 0.912643, 0.882435 avg, 0.000250 rate, 5.832486 seconds, 49920 images
781: 0.847367, 0.878928 avg, 0.000250 rate, 10.133628 seconds, 49984 images
782: 0.903592, 0.881395 avg, 0.000250 rate, 10.165480 seconds, 50048 images
783: 0.853984, 0.878654 avg, 0.000250 rate, 10.177539 seconds, 50112 images
784: 0.798217, 0.870610 avg, 0.000250 rate, 10.165296 seconds, 50176 images
785: 0.889096, 0.872459 avg, 0.000250 rate, 10.163810 seconds, 50240 images
786: 0.921664, 0.877379 avg, 0.000250 rate, 10.177785 seconds, 50304 images
787: 0.940055, 0.883647 avg, 0.000250 rate, 10.244638 seconds, 50368 images
788: 0.857532, 0.881035 avg, 0.000250 rate, 10.181590 seconds, 50432 images
789: 0.818367, 0.874768 avg, 0.000250 rate, 10.165663 seconds, 50496 images
790: 0.814222, 0.868714 avg, 0.000250 rate, 10.168911 seconds, 50560 images
791: 0.715582, 0.853401 avg, 0.000250 rate, 8.163396 seconds, 50624 images
792: 0.712895, 0.839350 avg, 0.000250 rate, 8.259358 seconds, 50688 images
793: 0.814396, 0.836855 avg, 0.000250 rate, 8.258899 seconds, 50752 images
794: 0.812067, 0.834376 avg, 0.000250 rate, 8.261946 seconds, 50816 images
795: 0.912336, 0.842172 avg, 0.000250 rate, 8.269269 seconds, 50880 images
796: 0.874745, 0.845429 avg, 0.000250 rate, 8.316772 seconds, 50944 images
797: 0.798645, 0.840751 avg, 0.000250 rate, 8.222398 seconds, 51008 images
798: 0.710048, 0.827681 avg, 0.000250 rate, 8.246187 seconds, 51072 images
799: 0.786820, 0.823594 avg, 0.000250 rate, 8.246006 seconds, 51136 images
800: 0.747147, 0.815950 avg, 0.000250 rate, 8.263044 seconds, 51200 images
801: 0.835948, 0.817950 avg, 0.000250 rate, 6.367597 seconds, 51264 images
802: 0.855122, 0.821667 avg, 0.000250 rate, 6.455284 seconds, 51328 images
803: 0.949607, 0.834461 avg, 0.000250 rate, 6.443729 seconds, 51392 images
804: 0.807726, 0.831787 avg, 0.000250 rate, 6.438757 seconds, 51456 images
805: 0.836494, 0.832258 avg, 0.000250 rate, 6.453967 seconds, 51520 images
806: 0.762291, 0.825261 avg, 0.000250 rate, 6.494521 seconds, 51584 images
807: 0.830611, 0.825796 avg, 0.000250 rate, 6.498470 seconds, 51648 images
808: 0.836829, 0.826899 avg, 0.000250 rate, 6.424873 seconds, 51712 images
809: 0.755563, 0.819766 avg, 0.000250 rate, 6.472028 seconds, 51776 images
810: 0.919362, 0.829726 avg, 0.000250 rate, 6.467687 seconds, 51840 images
811: 0.848652, 0.831618 avg, 0.000250 rate, 10.090894 seconds, 51904 images
812: 0.938662, 0.842323 avg, 0.000250 rate, 10.165475 seconds, 51968 images
813: 1.091566, 0.867247 avg, 0.000250 rate, 10.297859 seconds, 52032 images
814: 0.825687, 0.863091 avg, 0.000250 rate, 10.192890 seconds, 52096 images
815: 0.848021, 0.861584 avg, 0.000250 rate, 10.180141 seconds, 52160 images
816: 0.914834, 0.866909 avg, 0.000250 rate, 10.256122 seconds, 52224 images
817: 0.776493, 0.857867 avg, 0.000250 rate, 10.167047 seconds, 52288 images
818: 0.842312, 0.856312 avg, 0.000250 rate, 10.169678 seconds, 52352 images
819: 0.814483, 0.852129 avg, 0.000250 rate, 10.173725 seconds, 52416 images
820: 0.948912, 0.861807 avg, 0.000250 rate, 10.169011 seconds, 52480 images
821: 0.783997, 0.854026 avg, 0.000250 rate, 6.347122 seconds, 52544 images
822: 0.872136, 0.855837 avg, 0.000250 rate, 6.439344 seconds, 52608 images
823: 0.848472, 0.855101 avg, 0.000250 rate, 6.439603 seconds, 52672 images
824: 0.801583, 0.849749 avg, 0.000250 rate, 6.438251 seconds, 52736 images
825: 0.987605, 0.863535 avg, 0.000250 rate, 6.445721 seconds, 52800 images
826: 0.778632, 0.855044 avg, 0.000250 rate, 6.479603 seconds, 52864 images
827: 0.834968, 0.853037 avg, 0.000250 rate, 6.439031 seconds, 52928 images
828: 0.780124, 0.845745 avg, 0.000250 rate, 6.435695 seconds, 52992 images
829: 0.810924, 0.842263 avg, 0.000250 rate, 6.432710 seconds, 53056 images
830: 0.729888, 0.831026 avg, 0.000250 rate, 6.442712 seconds, 53120 images
831: 0.802920, 0.828215 avg, 0.000250 rate, 10.124099 seconds, 53184 images
832: 0.944193, 0.839813 avg, 0.000250 rate, 10.199740 seconds, 53248 images
833: 0.855246, 0.841356 avg, 0.000250 rate, 10.160114 seconds, 53312 images
834: 0.889743, 0.846195 avg, 0.000250 rate, 10.161266 seconds, 53376 images
835: 0.795808, 0.841156 avg, 0.000250 rate, 10.243300 seconds, 53440 images
836: 0.863463, 0.843387 avg, 0.000250 rate, 10.168454 seconds, 53504 images
837: 0.825222, 0.841570 avg, 0.000250 rate, 10.151413 seconds, 53568 images
838: 0.785789, 0.835992 avg, 0.000250 rate, 10.143947 seconds, 53632 images
839: 0.801652, 0.832558 avg, 0.000250 rate, 10.168784 seconds, 53696 images
840: 0.841036, 0.833406 avg, 0.000250 rate, 10.177161 seconds, 53760 images
841: 0.981806, 0.848246 avg, 0.000250 rate, 9.219910 seconds, 53824 images
842: 0.757910, 0.839212 avg, 0.000250 rate, 9.348051 seconds, 53888 images
843: 0.926324, 0.847924 avg, 0.000250 rate, 9.415147 seconds, 53952 images
844: 0.766485, 0.839780 avg, 0.000250 rate, 9.376764 seconds, 54016 images
845: 0.759865, 0.831788 avg, 0.000250 rate, 9.314457 seconds, 54080 images
846: 0.974937, 0.846103 avg, 0.000250 rate, 9.338210 seconds, 54144 images
847: 0.766046, 0.838098 avg, 0.000250 rate, 9.421468 seconds, 54208 images
848: 0.755794, 0.829867 avg, 0.000250 rate, 9.372023 seconds, 54272 images
849: 0.961527, 0.843033 avg, 0.000250 rate, 9.345072 seconds, 54336 images
850: 0.794543, 0.838184 avg, 0.000250 rate, 9.331318 seconds, 54400 images
851: 0.815918, 0.835958 avg, 0.000250 rate, 11.482378 seconds, 54464 images
852: 0.826013, 0.834963 avg, 0.000250 rate, 11.525857 seconds, 54528 images
853: 0.855655, 0.837032 avg, 0.000250 rate, 11.455866 seconds, 54592 images
854: 0.884254, 0.841754 avg, 0.000250 rate, 11.435232 seconds, 54656 images
855: 0.858896, 0.843469 avg, 0.000250 rate, 11.452263 seconds, 54720 images
856: 0.850138, 0.844136 avg, 0.000250 rate, 11.440293 seconds, 54784 images
857: 0.897739, 0.849496 avg, 0.000250 rate, 11.480404 seconds, 54848 images
858: 0.848743, 0.849421 avg, 0.000250 rate, 11.522737 seconds, 54912 images
859: 0.838044, 0.848283 avg, 0.000250 rate, 11.515354 seconds, 54976 images
860: 0.723893, 0.835844 avg, 0.000250 rate, 11.454188 seconds, 55040 images
861: 0.775685, 0.829828 avg, 0.000250 rate, 5.709012 seconds, 55104 images
862: 0.697433, 0.816589 avg, 0.000250 rate, 5.791759 seconds, 55168 images
863: 0.808582, 0.815788 avg, 0.000250 rate, 5.788789 seconds, 55232 images
864: 0.845107, 0.818720 avg, 0.000250 rate, 5.819919 seconds, 55296 images
865: 0.844052, 0.821253 avg, 0.000250 rate, 5.817484 seconds, 55360 images
866: 0.951989, 0.834327 avg, 0.000250 rate, 5.793007 seconds, 55424 images
867: 0.838832, 0.834777 avg, 0.000250 rate, 5.833092 seconds, 55488 images
868: 0.899251, 0.841225 avg, 0.000250 rate, 5.766245 seconds, 55552 images
869: 0.778173, 0.834919 avg, 0.000250 rate, 5.800943 seconds, 55616 images
870: 0.691826, 0.820610 avg, 0.000250 rate, 5.822701 seconds, 55680 images
871: 0.937703, 0.832319 avg, 0.000250 rate, 5.726990 seconds, 55744 images
872: 0.827909, 0.831878 avg, 0.000250 rate, 5.802926 seconds, 55808 images
873: 0.726289, 0.821319 avg, 0.000250 rate, 5.771629 seconds, 55872 images
874: 0.789000, 0.818087 avg, 0.000250 rate, 5.772843 seconds, 55936 images
875: 0.774282, 0.813707 avg, 0.000250 rate, 5.765670 seconds, 56000 images
876: 0.806992, 0.813035 avg, 0.000250 rate, 5.781477 seconds, 56064 images
877: 0.767737, 0.808505 avg, 0.000250 rate, 5.778221 seconds, 56128 images
878: 0.818059, 0.809461 avg, 0.000250 rate, 5.764846 seconds, 56192 images
879: 0.723508, 0.800865 avg, 0.000250 rate, 5.779582 seconds, 56256 images
880: 0.765385, 0.797317 avg, 0.000250 rate, 5.794799 seconds, 56320 images
881: 0.861557, 0.803741 avg, 0.000250 rate, 4.204443 seconds, 56384 images
882: 0.867055, 0.810073 avg, 0.000250 rate, 4.216231 seconds, 56448 images
883: 0.875431, 0.816608 avg, 0.000250 rate, 4.223713 seconds, 56512 images
884: 0.871028, 0.822050 avg, 0.000250 rate, 4.245216 seconds, 56576 images
885: 0.774717, 0.817317 avg, 0.000250 rate, 4.261707 seconds, 56640 images
886: 0.888897, 0.824475 avg, 0.000250 rate, 4.239647 seconds, 56704 images
887: 0.766981, 0.818726 avg, 0.000250 rate, 4.208493 seconds, 56768 images
888: 0.843852, 0.821238 avg, 0.000250 rate, 4.223295 seconds, 56832 images
889: 0.882638, 0.827378 avg, 0.000250 rate, 4.225734 seconds, 56896 images
890: 0.850975, 0.829738 avg, 0.000250 rate, 4.219863 seconds, 56960 images
891: 1.085104, 0.855274 avg, 0.000250 rate, 10.262929 seconds, 57024 images
892: 0.895356, 0.859283 avg, 0.000250 rate, 10.179219 seconds, 57088 images
893: 0.787711, 0.852126 avg, 0.000250 rate, 10.189464 seconds, 57152 images
894: 0.799336, 0.846847 avg, 0.000250 rate, 10.164761 seconds, 57216 images
895: 0.859660, 0.848128 avg, 0.000250 rate, 10.166258 seconds, 57280 images
896: 0.742553, 0.837570 avg, 0.000250 rate, 10.212918 seconds, 57344 images
897: 0.799124, 0.833726 avg, 0.000250 rate, 10.179526 seconds, 57408 images
898: 0.829166, 0.833270 avg, 0.000250 rate, 10.186415 seconds, 57472 images
899: 0.759068, 0.825850 avg, 0.000250 rate, 10.163965 seconds, 57536 images
900: 0.902390, 0.833504 avg, 0.000250 rate, 10.183314 seconds, 57600 images
901: 0.838353, 0.833989 avg, 0.000250 rate, 9.229797 seconds, 57664 images
902: 0.760800, 0.826670 avg, 0.000250 rate, 9.322532 seconds, 57728 images
903: 0.941571, 0.838160 avg, 0.000250 rate, 9.351121 seconds, 57792 images
904: 0.802521, 0.834596 avg, 0.000250 rate, 9.435087 seconds, 57856 images
905: 0.727907, 0.823927 avg, 0.000250 rate, 9.328120 seconds, 57920 images
906: 0.818026, 0.823337 avg, 0.000250 rate, 9.332305 seconds, 57984 images
907: 0.887348, 0.829738 avg, 0.000250 rate, 9.332691 seconds, 58048 images
908: 0.754549, 0.822219 avg, 0.000250 rate, 9.333053 seconds, 58112 images
909: 0.852015, 0.825199 avg, 0.000250 rate, 9.344892 seconds, 58176 images
910: 0.747979, 0.817477 avg, 0.000250 rate, 9.317327 seconds, 58240 images
911: 0.778419, 0.813571 avg, 0.000250 rate, 10.040820 seconds, 58304 images
912: 0.732796, 0.805494 avg, 0.000250 rate, 10.195866 seconds, 58368 images
913: 0.765585, 0.801503 avg, 0.000250 rate, 10.211756 seconds, 58432 images
914: 0.908305, 0.812183 avg, 0.000250 rate, 10.167136 seconds, 58496 images
915: 0.805898, 0.811554 avg, 0.000250 rate, 10.172414 seconds, 58560 images
916: 0.704501, 0.800849 avg, 0.000250 rate, 10.152401 seconds, 58624 images
917: 0.748412, 0.795605 avg, 0.000250 rate, 10.214459 seconds, 58688 images
918: 0.730144, 0.789059 avg, 0.000250 rate, 10.150445 seconds, 58752 images
919: 0.749523, 0.785106 avg, 0.000250 rate, 10.151886 seconds, 58816 images
920: 0.863379, 0.792933 avg, 0.000250 rate, 10.225914 seconds, 58880 images
921: 0.832105, 0.796850 avg, 0.000250 rate, 9.283844 seconds, 58944 images
922: 0.746295, 0.791795 avg, 0.000250 rate, 9.391115 seconds, 59008 images
923: 0.749121, 0.787527 avg, 0.000250 rate, 9.330772 seconds, 59072 images
924: 0.714188, 0.780193 avg, 0.000250 rate, 9.340456 seconds, 59136 images
925: 0.810530, 0.783227 avg, 0.000250 rate, 9.314993 seconds, 59200 images
926: 0.712279, 0.776132 avg, 0.000250 rate, 9.336519 seconds, 59264 images
927: 0.689134, 0.767432 avg, 0.000250 rate, 9.340225 seconds, 59328 images
928: 0.788299, 0.769519 avg, 0.000250 rate, 9.359781 seconds, 59392 images
929: 0.777640, 0.770331 avg, 0.000250 rate, 9.412144 seconds, 59456 images
930: 0.764521, 0.769750 avg, 0.000250 rate, 9.328282 seconds, 59520 images
931: 1.046842, 0.797459 avg, 0.000250 rate, 3.447006 seconds, 59584 images
932: 0.992719, 0.816985 avg, 0.000250 rate, 3.490645 seconds, 59648 images
933: 0.950163, 0.830303 avg, 0.000250 rate, 3.491252 seconds, 59712 images
934: 1.004839, 0.847757 avg, 0.000250 rate, 3.502269 seconds, 59776 images
935: 0.861212, 0.849102 avg, 0.000250 rate, 3.487408 seconds, 59840 images
936: 0.959806, 0.860173 avg, 0.000250 rate, 3.493878 seconds, 59904 images
937: 0.951594, 0.869315 avg, 0.000250 rate, 3.484299 seconds, 59968 images
938: 1.017100, 0.884093 avg, 0.000250 rate, 3.501408 seconds, 60032 images
939: 0.817214, 0.877405 avg, 0.000250 rate, 3.492984 seconds, 60096 images
940: 0.875454, 0.877210 avg, 0.000250 rate, 3.498193 seconds, 60160 images
941: 0.949384, 0.884428 avg, 0.000250 rate, 3.440618 seconds, 60224 images
942: 0.880348, 0.884020 avg, 0.000250 rate, 3.499459 seconds, 60288 images
943: 0.852848, 0.880902 avg, 0.000250 rate, 3.518198 seconds, 60352 images
944: 0.862761, 0.879088 avg, 0.000250 rate, 3.510004 seconds, 60416 images
945: 0.903830, 0.881562 avg, 0.000250 rate, 3.498173 seconds, 60480 images
946: 0.990637, 0.892470 avg, 0.000250 rate, 3.487214 seconds, 60544 images
947: 1.109320, 0.914155 avg, 0.000250 rate, 3.518782 seconds, 60608 images
948: 0.863710, 0.909110 avg, 0.000250 rate, 3.531041 seconds, 60672 images
949: 0.820925, 0.900292 avg, 0.000250 rate, 3.521002 seconds, 60736 images
950: 0.877844, 0.898047 avg, 0.000250 rate, 3.503509 seconds, 60800 images
951: 0.940647, 0.902307 avg, 0.000250 rate, 6.424525 seconds, 60864 images
952: 0.753930, 0.887469 avg, 0.000250 rate, 6.436688 seconds, 60928 images
953: 0.843431, 0.883066 avg, 0.000250 rate, 6.439094 seconds, 60992 images
954: 0.632978, 0.858057 avg, 0.000250 rate, 6.428674 seconds, 61056 images
955: 0.719696, 0.844221 avg, 0.000250 rate, 6.439333 seconds, 61120 images
956: 0.765544, 0.836353 avg, 0.000250 rate, 6.436050 seconds, 61184 images
957: 0.765228, 0.829241 avg, 0.000250 rate, 6.439685 seconds, 61248 images
958: 0.806252, 0.826942 avg, 0.000250 rate, 6.429824 seconds, 61312 images
959: 0.704343, 0.814682 avg, 0.000250 rate, 6.440603 seconds, 61376 images
960: 0.791122, 0.812326 avg, 0.000250 rate, 6.438465 seconds, 61440 images
961: 0.789811, 0.810074 avg, 0.000250 rate, 4.784957 seconds, 61504 images
962: 0.859629, 0.815030 avg, 0.000250 rate, 4.853627 seconds, 61568 images
963: 0.720818, 0.805609 avg, 0.000250 rate, 4.826038 seconds, 61632 images
964: 0.736720, 0.798720 avg, 0.000250 rate, 4.827278 seconds, 61696 images
965: 0.924856, 0.811333 avg, 0.000250 rate, 4.802755 seconds, 61760 images
